------------------------------------------------------------
./prime N=[1000...1000000] by 10x

  Primes | Time (ms) | N
  ------ | --------- | -------
     168 |  0.035374 | 1000   
    1229 |  0.158726 | 10000  
    9592 |  3.693610 | 100000 
   78498 |  7.083000 | 1000000
------------------------------------------------------------
------------------------------------------------------------
./prime-omp N=[1000...1000000] by 10x and P=[1...128] by 2x

  Primes | Time (ms) | N       | P
./prime-par1 N=[1000...1000000] by 10x and P=[1...128] by 2x

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
     168 |  0.465494 | 1000    | 1  
     168 |  0.485260 | 1000    | 2  
     168 |  0.576882 | 1000    | 4  
     168 |  1.059360 | 1000    | 8  
     168 |  1.519600 | 1000    | 16 
     168 |  2.888210 | 1000    | 32 
     168 |  7.463520 | 1000    | 64 
     168 |  2.268200 | 1000    | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
    1229 |  0.625985 | 10000   | 1  
    1229 |  0.641611 | 10000   | 2  
    1229 |  0.740373 | 10000   | 4  
    1229 |  1.312120 | 10000   | 8  
    1229 |  1.446940 | 10000   | 16 
    1229 |  4.076020 | 10000   | 32 
    1229 |  6.623270 | 10000   | 64 
    1229 |  2.213200 | 10000   | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
    9592 |  4.250240 | 100000  | 1  
    9592 |  2.884220 | 100000  | 2  
    9592 |  3.424670 | 100000  | 4  
    9592 |  3.825900 | 100000  | 8  
    9592 |  4.016530 | 100000  | 16 
    9592 |  4.361310 | 100000  | 32 
    9592 |  5.526560 | 100000  | 64 
    9592 |  0.063600 | 100000  | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
   78498 |  3.412200 | 1000000 | 1  
   78498 |  8.065800 | 1000000 | 2  
   78498 |  1.272200 | 1000000 | 4  
   78498 |  9.769300 | 1000000 | 8  
   78498 |  9.410600 | 1000000 | 16 
   78498 |  0.952000 | 1000000 | 32 
   78498 |  9.217700 | 1000000 | 64 
   78498 |  2.409600 | 1000000 | 128
------------------------------------------------------------
------------------------------------------------------------
./prime-par2 N=[1000...1000000] by 10x and P=[1...128] by 2x

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
     168 |  0.448640 | 1000    | 1  
     168 |  0.490208 | 1000    | 2  
     168 |  0.686994 | 1000    | 4  
     168 |  5.975610 | 1000    | 8  
     168 |  9.040780 | 1000    | 16 
     168 |  1.545700 | 1000    | 32 
     168 |  6.690400 | 1000    | 64 
     168 |  1.498400 | 1000    | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
    1229 |  0.581577 | 10000   | 1  
    1229 |  0.811612 | 10000   | 2  
    1229 |  1.019770 | 10000   | 4  
    1229 |  6.919600 | 10000   | 8  
    1229 |  6.278640 | 10000   | 16 
    1229 |  7.632300 | 10000   | 32 
    1229 |  2.793600 | 10000   | 64 
    1229 |  0.385800 | 10000   | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
    9592 |  3.058300 | 100000  | 1  
    9592 |  3.459620 | 100000  | 2  
    9592 |  3.032320 | 100000  | 4  
    9592 |  5.165750 | 100000  | 8  
    9592 |  8.988500 | 100000  | 16 
    9592 |  5.632400 | 100000  | 32 
    9592 |  0.139700 | 100000  | 64 
    9592 |  9.446000 | 100000  | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
   78498 |  9.559900 | 1000000 | 1  
   78498 |  2.249100 | 1000000 | 2  
   78498 |  9.124400 | 1000000 | 4  
   78498 |  9.457700 | 1000000 | 8  
   78498 |  0.693900 | 1000000 | 16 
   78498 |  0.341000 | 1000000 | 32 
   78498 |  6.373000 | 1000000 | 64 
   78498 |  2.646000 | 1000000 | 128
------------------------------------------------------------
------------------------------------------------------------
./prime-par3 N=[1000...1000000] by 10x and P=[1...128] by 2x

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
     168 |  0.386204 | 1000    | 1  
     168 |  0.390826 | 1000    | 2  
     168 |  0.934025 | 1000    | 4  
     168 |  1.074770 | 1000    | 8  
     168 |  2.685060 | 1000    | 16 
     168 |  5.043080 | 1000    | 32 
     168 |  0.550100 | 1000    | 64 
     168 |  2.732300 | 1000    | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
    1229 |  0.787590 | 10000   | 1  
    1229 |  0.760202 | 10000   | 2  
    1229 |  1.227240 | 10000   | 4  
    1229 |  1.543940 | 10000   | 8  
    1229 |  4.240980 | 10000   | 16 
    1229 |  5.753020 | 10000   | 32 
    1229 |  7.896470 | 10000   | 64 
    1229 |  4.743400 | 10000   | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
    9592 |  3.814790 | 100000  | 1  
    9592 |  2.657940 | 100000  | 2  
    9592 |  3.443590 | 100000  | 4  
    9592 |  3.797460 | 100000  | 8  
    9592 |  5.334730 | 100000  | 16 
    9592 |  9.301820 | 100000  | 32 
    9592 |  6.493600 | 100000  | 64 
    9592 |  5.224500 | 100000  | 128

  Primes | Time (ms) | N       | P
  ------ | --------- | ------- | ---
   78498 |  7.943400 | 1000000 | 1  
   78498 |  4.786900 | 1000000 | 2  
   78498 |  7.316200 | 1000000 | 4  
   78498 |  6.788800 | 1000000 | 8  
   78498 |  6.456000 | 1000000 | 16 
   78498 |  8.634300 | 1000000 | 32 
   78498 |  6.477200 | 1000000 | 64 
   78498 |  7.908200 | 1000000 | 128
------------------------------------------------------------
